,X,Y,Angle,Grand Prix,Straight_Line
352,2730.674524670314,2304.809458570612,57.02,Canadian Grand Prix,
353,3220.082272415599,2447.7816812115398,,Canadian Grand Prix,
354,3563.303779355272,2505.392419568726,138.22,Canadian Grand Prix,
355,3699.6993283066713,2146.329396930295,,Canadian Grand Prix,
356,3366.6029554195507,1617.848738467335,,Canadian Grand Prix,
357,2875.928434973468,1174.2864373359073,,Canadian Grand Prix,1115
358,1953.4791779393388,691.8837339881931,,Canadian Grand Prix,1115
359,1234.0222208079151,401.67917366015007,,Canadian Grand Prix,
360,748.0776697202904,450.5350153604713,28.94,Canadian Grand Prix,
361,127.18008985176904,648.1614187417327,13.83,Canadian Grand Prix,343
362,-586.7032758694627,509.0228541863727,,Canadian Grand Prix,257
363,-1517.964573341624,157.02087147822564,39.63,Canadian Grand Prix,
364,-2528.5913785372404,279.8600371384548,,Canadian Grand Prix,601
365,-3458.903675515355,805.0952512009771,,Canadian Grand Prix,601
366,-4044.815253055271,827.8246001729012,95.3,Canadian Grand Prix,
367,-4259.686749514153,447.1406892841949,64.33,Canadian Grand Prix,
368,-4751.291303965787,180.75382391277537,,Canadian Grand Prix,
369,-5725.69982236363,410.0506605104911,,Canadian Grand Prix,5025
370,-6492.929739585336,730.7861498470718,,Canadian Grand Prix,5025
371,-7529.032215668393,1229.593386216549,,Canadian Grand Prix,5025
372,-8593.884065397331,1902.246742804368,,Canadian Grand Prix,5025
373,-9683.268571077611,2809.9280738802727,,Canadian Grand Prix,5025
374,-10125.491433983943,3264.7807308175825,33.81,Canadian Grand Prix,5025
375,-10088.092403689703,3739.828425826253,,Canadian Grand Prix,
376,-10235.50532615602,4159.112852307777,44.58,Canadian Grand Prix,
377,-10718.30929010223,4654.796554276912,,Canadian Grand Prix,3250
378,-11577.270435907429,5367.475128388009,,Canadian Grand Prix,3250
379,-12455.75136707987,5979.540691515353,,Canadian Grand Prix,3250
380,-13517.74782738994,6534.02109539712,,Canadian Grand Prix,944
381,-14497.518553248185,6817.134720557065,,Canadian Grand Prix,944
382,-15117.84319685903,7073.350130962209,,Canadian Grand Prix,944
383,-15046.10860332766,7329.676384184326,170.12,Canadian Grand Prix,944
384,-14761.579568106758,7330.153999368164,,Canadian Grand Prix,944
385,-14366.574547273078,7186.94773722791,9.7,Canadian Grand Prix,944
386,-13603.384452027747,6990.6778248128185,,Canadian Grand Prix,9663
387,-12602.155604458389,6903.415033229428,,Canadian Grand Prix,9663
388,-11742.715312471417,6834.9140514164,,Canadian Grand Prix,9663
389,-10389.50891305706,6672.625910802125,8.65,Canadian Grand Prix,9663
390,-9010.636966106558,6356.252470208683,,Canadian Grand Prix,9663
391,-7464.116967578287,5946.208699188915,,Canadian Grand Prix,9663
392,-6104.829327898283,5580.222206797234,,Canadian Grand Prix,9663
393,-4905.725663953653,5266.562513635103,,Canadian Grand Prix,9663
394,-3874.786992311755,4990.219510623919,,Canadian Grand Prix,
395,-3545.404525573209,4781.106644914439,31.53,Canadian Grand Prix,
396,-3240.43903465954,4436.609838903433,27.16,Canadian Grand Prix,
397,-2753.908949133178,4250.401686886099,,Canadian Grand Prix,3176
398,-1881.017896613028,4058.094093613589,,Canadian Grand Prix,3176
399,-689.770277239785,3770.1303644087097,,Canadian Grand Prix,3176
400,745.7525360309123,-1297.1823908007166,,Austrian Grand Prix,3143
401,-389.6808905534096,-1626.048524348982,,Austrian Grand Prix,3143
402,-1685.269532955358,-2004.7173370060004,,Austrian Grand Prix,3143
403,-2381.812057528873,-2208.904778982126,,Austrian Grand Prix,3143
404,-2901.493585848306,-2288.9866690920544,69.18,Austrian Grand Prix,
405,-3325.857468520829,-1985.3465941956383,,Austrian Grand Prix,
406,-3732.861981483998,-1358.3543084156508,,Austrian Grand Prix,5002
407,-4182.34876502398,-704.0992882416499,,Austrian Grand Prix,5002
408,-4763.306534831435,147.8913629396569,,Austrian Grand Prix,5002
409,-5323.205024764832,1111.2665136313806,,Austrian Grand Prix,5002
410,-5859.817658150174,2173.063048609363,,Austrian Grand Prix,5002
411,-6879.258826322659,3736.509467465832,17.72,Austrian Grand Prix,1614
412,-7502.933598225331,4342.717170231271,,Austrian Grand Prix,1614
413,-8106.738643598166,4899.264083961199,,Austrian Grand Prix,1614
414,-8318.558885485105,5173.609095082157,,Austrian Grand Prix,
415,-8261.006300148709,5371.6436878206405,115.28,Austrian Grand Prix,
416,-7905.928080466667,5484.857900300485,,Austrian Grand Prix,6770
417,-7431.803235963496,5539.140787335388,,Austrian Grand Prix,6770
418,-6696.950084836423,5553.968001457105,,Austrian Grand Prix,6770
419,-6112.114053323915,5511.168278973189,,Austrian Grand Prix,6770
420,-5337.102591382675,5402.67757034013,,Austrian Grand Prix,6770
421,-4263.548194994196,5208.384086159712,,Austrian Grand Prix,6770
422,-3254.6995997596537,5053.96740346872,,Austrian Grand Prix,6770
423,-2276.841222546728,4956.018467208523,,Austrian Grand Prix,6770
424,-1110.3207137368845,4936.37406530814,,Austrian Grand Prix,
425,-674.9681085893594,4919.969517424605,,Austrian Grand Prix,
426,-358.385679466454,4717.463800046946,106.36,Austrian Grand Prix,
427,-356.3290852133422,4370.446840201929,,Austrian Grand Prix,
428,-542.9768587199978,4062.142431143271,,Austrian Grand Prix,
429,-1062.3571544865097,3621.0108086432615,49.25,Austrian Grand Prix,170
430,-2467.460099203598,3385.4525042951304,,Austrian Grand Prix,1189
431,-3107.247788608602,3482.301420065034,,Austrian Grand Prix,1189
432,-4126.768173295788,3560.520249046893,,Austrian Grand Prix,1189
433,-4795.799088141682,3040.764888342968,111.24,Austrian Grand Prix,
434,-4648.890053527186,2073.181436878115,,Austrian Grand Prix,510
435,-4151.403249269723,1304.7467424572444,,Austrian Grand Prix,510
436,-3383.2167160149493,785.0742974247861,86.35,Austrian Grand Prix,
437,-2888.084948857032,953.741227055576,,Austrian Grand Prix,425
438,-2296.286640228303,1486.1506201960194,,Austrian Grand Prix,425
439,-1293.184428355114,2004.7361507839023,38.16,Austrian Grand Prix,3652
440,-309.91022573365524,2054.90429265835,,Austrian Grand Prix,3652
441,1411.4086475711558,2108.953681227106,,Austrian Grand Prix,3652
442,2248.84470595128,2148.574990200459,,Austrian Grand Prix,3652
443,3356.5611166894746,2059.8938006432045,69.14,Austrian Grand Prix,
444,3932.883877734588,1358.8452466176384,,Austrian Grand Prix,680
445,4197.296394053757,535.3344566374673,,Austrian Grand Prix,680
446,4189.426591802797,12.11742116124076,77.81,Austrian Grand Prix,
447,3694.449106596328,-394.5830695425193,,Austrian Grand Prix,2207
448,3032.651857134933,-641.170580591502,,Austrian Grand Prix,2207
449,2172.797502000386,-886.214429639285,,Austrian Grand Prix,2207
450,-1171.5586649488962,-1780.9717276203908,,British Grand Prix,2911
451,-2416.612570446057,-912.8946732028304,,British Grand Prix,2911
452,-3584.453206973118,-164.19563642231736,,British Grand Prix,2911
453,-4486.4749465611685,794.9085191888167,31.88,British Grand Prix,349
454,-4723.914650215185,3067.006093486341,25.15,British Grand Prix,466
455,-5814.783214741862,4247.654548754676,,British Grand Prix,
456,-6063.361929766148,4804.318381275592,86.39,British Grand Prix,
457,-5683.920247910645,5170.783945920714,,British Grand Prix,
458,-5057.34346733709,5365.7699404077,,British Grand Prix,
459,-5040.265045964447,5793.626607439334,124.5,British Grand Prix,
460,-5614.902119287151,6059.734168329882,,British Grand Prix,
461,-6805.592203991967,5944.109248067683,61.84,British Grand Prix,
462,-7713.771837263826,4987.831697504987,,British Grand Prix,4658
463,-8478.340592337903,4016.556958430365,,British Grand Prix,4658
464,-9204.48198676348,3119.6686290929388,,British Grand Prix,4658
465,-10239.828509179604,1850.7625732634144,,British Grand Prix,4658
466,-10951.832465569389,778.260654344248,,British Grand Prix,
467,-10616.585902203984,-82.5638003221407,97.33,British Grand Prix,
468,-9926.955453251394,-174.5520815184403,,British Grand Prix,
469,-9433.6243579909,-576.5799791189436,152.88,British Grand Prix,
470,-9928.9890073099,-1119.1985046090542,,British Grand Prix,
471,-10748.879748400002,-964.7181735803952,,British Grand Prix,
472,-11679.182605438122,-427.858234502508,,British Grand Prix,
473,-12583.187290231575,731.2985839959579,38.52,British Grand Prix,
474,-12896.253779599136,2017.156030696436,,British Grand Prix,2795
475,-13058.418580193447,3165.195915651748,,British Grand Prix,2795
476,-13280.7213702565,4631.3307899147485,,British Grand Prix,2795
477,-13019.046087811244,5648.0825032436205,66.6,British Grand Prix,
478,-11523.646584083868,6407.733952430625,,British Grand Prix,2554
479,-9765.864085814805,6645.2243496659,,British Grand Prix,2554
480,-8364.492912905183,6888.279560961428,25.86,British Grand Prix,349
481,-7060.684515050422,7289.0259417104,30.45,British Grand Prix,0
482,-5774.379658635372,7130.8209596047245,29.96,British Grand Prix,
483,-4846.228002907687,7572.482033245993,71.85,British Grand Prix,
484,-3893.440486743396,7394.62549262553,,British Grand Prix,
485,-3145.686624060664,6469.157956272657,11.84,British Grand Prix,5823
486,-1842.220725609979,5762.217611140093,,British Grand Prix,5823
487,-767.1711857956076,5292.450129352657,,British Grand Prix,5823
488,531.5832806002397,4720.427545867671,,British Grand Prix,5823
489,1891.7320759820352,4109.523908277052,,British Grand Prix,5823
490,3201.3434277236406,3455.83047295012,,British Grand Prix,
491,4022.750810712816,2512.922783316149,91.97,British Grand Prix,
492,3466.524919928554,1420.8455157103929,,British Grand Prix,
493,2477.9529792513117,760.9428576572299,,British Grand Prix,1630
494,1239.9902518758624,-321.92106991129907,,British Grand Prix,1630
495,942.2828947490724,-822.6159166119437,65.06,British Grand Prix,
496,1166.2226498295483,-1304.093835206864,57.89,British Grand Prix,
497,1146.7615523391394,-1721.0270021346928,,British Grand Prix,
498,497.5827195719503,-2243.0009891177897,58.61,British Grand Prix,
499,-151.86902542629852,-2298.7004587627475,,British Grand Prix,
500,-1244.0561756252202,-1043.8870781309397,,Hungarian Grand Prix,5072
501,-2628.7340386769947,-1058.316754993955,,Hungarian Grand Prix,5072
502,-3656.0708480290873,-1069.2291401714936,,Hungarian Grand Prix,5072
503,-5039.286872143008,-1099.4024832822345,,Hungarian Grand Prix,5072
504,-6287.255019187598,-1141.4084824024894,,Hungarian Grand Prix,5072
505,-7117.10212249095,-980.0802916265596,131.95,Hungarian Grand Prix,
506,-7130.02397503405,-567.9710515859434,,Hungarian Grand Prix,
507,-6665.941542400717,-212.50024305009796,,Hungarian Grand Prix,
508,-6197.428568752918,7.009650858347646,23.59,Hungarian Grand Prix,1718
509,-4495.906549106757,186.78678138180396,,Hungarian Grand Prix,1718
510,-3308.0423960624084,207.07850166948396,,Hungarian Grand Prix,
511,-2797.064249059525,628.0076326232592,139.59,Hungarian Grand Prix,
512,-3039.3884729222486,1103.4852562075123,,Hungarian Grand Prix,
513,-3533.732058191926,1327.025900616356,,Hungarian Grand Prix,
514,-4228.528624292896,1798.7914480382726,52.71,Hungarian Grand Prix,
515,-4469.420068050376,2493.474334198884,,Hungarian Grand Prix,2407
516,-4691.967319774889,3706.131631521531,,Hungarian Grand Prix,2407
517,-4922.192258993926,4879.71140186592,,Hungarian Grand Prix,344
518,-5011.752725461709,5916.76825799584,49.86,Hungarian Grand Prix,
519,-5482.33807840658,6760.7317794787,,Hungarian Grand Prix,344
520,-6243.516754328701,7212.042119844891,,Hungarian Grand Prix,
521,-6654.8701714865465,8108.317951379226,126.14,Hungarian Grand Prix,
522,-6067.991357350647,8536.802790689137,,Hungarian Grand Prix,
523,-5222.710646425716,8543.76840180675,,Hungarian Grand Prix,946
524,-4247.120314452897,8409.438568332698,,Hungarian Grand Prix,946
525,-3705.087189232984,8130.619467185857,13.3,Hungarian Grand Prix,
526,-3463.819269986104,7626.84194571206,16.56,Hungarian Grand Prix,
527,-2972.8818518516314,7275.124087940439,,Hungarian Grand Prix,258
528,-2359.182538341263,6931.1209591801,57.25,Hungarian Grand Prix,
529,-1754.206362353145,7120.236866725694,,Hungarian Grand Prix,
530,-1077.6355257180005,7340.708867249162,86.33,Hungarian Grand Prix,
531,-554.452713329104,6919.447968493006,,Hungarian Grand Prix,86
532,-142.40477937156683,6120.355045159728,34.1,Hungarian Grand Prix,
533,679.0646923435107,5522.518188617617,,Hungarian Grand Prix,0
534,1819.009718320208,4873.394673598336,67.8,Hungarian Grand Prix,
535,1884.099231418999,3954.177422191161,,Hungarian Grand Prix,2664
536,1813.553853884828,3009.916679753692,,Hungarian Grand Prix,2664
537,1755.6269752567125,2007.0575287596928,,Hungarian Grand Prix,2664
538,1732.0290412820964,1226.2040613843285,,Hungarian Grand Prix,2664
539,1526.6164117670107,898.4989322885235,90.66,Hungarian Grand Prix,
540,832.934267947107,928.666519951816,,Hungarian Grand Prix,602
541,-14.452347220409113,1051.7799815835156,39.16,Hungarian Grand Prix,0
542,-740.0647158884167,530.3811990417807,157.77,Hungarian Grand Prix,602
543,-570.1395163276405,298.3134792825898,,Hungarian Grand Prix,602
544,228.64175417056347,236.2370594335436,,Hungarian Grand Prix,258
545,716.2553874013751,260.29832888150884,,Hungarian Grand Prix,258
546,1477.95359409975,-193.18688798060623,,Hungarian Grand Prix,
547,1437.2085891186614,-675.1307068735257,127.98,Hungarian Grand Prix,
548,893.5715308551977,-1055.5827391754274,,Hungarian Grand Prix,1289
549,-152.99589990244192,-1059.1342004736896,,Hungarian Grand Prix,1289
550,-1356.5196632372017,-497.7503422910214,,Belgian Grand Prix,2643
551,-2628.454196618912,-1372.0818256490506,,Belgian Grand Prix,2643
552,-3837.218740613165,-2198.303513322744,,Belgian Grand Prix,2643
553,-4450.995727244153,-2331.0356144971897,129.16,Belgian Grand Prix,2643
554,-4445.275360691468,-1913.8722443332897,,Belgian Grand Prix,835
555,-4045.9286266782906,-1070.774274917511,,Belgian Grand Prix,835
556,-3129.133753484909,381.4471821909876,,Belgian Grand Prix,2365
557,-2037.430801621421,1496.6698796342143,,Belgian Grand Prix,2365
558,-596.2096163794093,2929.040814556314,12.99,Belgian Grand Prix,
559,471.4694173374255,3930.8269598795,1.22,Belgian Grand Prix,
560,1961.896591278091,4606.941476199953,,Belgian Grand Prix,1391
561,3129.6549878927262,5490.456233935226,,Belgian Grand Prix,1391
562,4598.985706324715,6229.2121069217865,,Belgian Grand Prix,6399
563,6141.761339892233,6771.219804717993,,Belgian Grand Prix,6399
564,8078.033323840463,7460.1173327852575,,Belgian Grand Prix,6399
565,9879.163736756413,8098.648644209544,,Belgian Grand Prix,6399
566,11280.21266265182,8509.162842803606,49.49,Belgian Grand Prix,6399
567,12067.663148739355,8031.833049096462,44.85,Belgian Grand Prix,
568,12971.558099151864,8217.636489911665,67.39,Belgian Grand Prix,
569,14118.145884271353,7735.573785468784,,Belgian Grand Prix,1530
570,14858.66269837108,6738.345703214985,,Belgian Grand Prix,1530
571,15664.206788290592,5568.226171203086,,Belgian Grand Prix,1530
572,15326.085495200356,4999.238481389863,132.98,Belgian Grand Prix,1530
573,14566.944887893073,5459.059683964436,,Belgian Grand Prix,1530
574,13968.565788985232,6277.741217889711,71.66,Belgian Grand Prix,1530
575,13166.705389876244,6262.744540231853,,Belgian Grand Prix,556
576,11854.65024019973,5738.76621605485,,Belgian Grand Prix,2086
577,10367.811449519912,5372.761556890812,,Belgian Grand Prix,2086
578,8681.972604334589,4661.231242663646,82.73,Belgian Grand Prix,
579,8721.228645825015,2870.643639890048,71.42,Belgian Grand Prix,
580,10308.953113972746,1926.2094107110076,,Belgian Grand Prix,1808
581,11818.13656430526,1470.4788837079896,,Belgian Grand Prix,1808
582,12927.530157998432,712.7250620267362,82.16,Belgian Grand Prix,
583,12678.110491861147,-296.7816641241917,61.89,Belgian Grand Prix,
584,13218.31377932908,-1220.4945027319682,,Belgian Grand Prix,139
585,14422.057286080397,-1825.57843902019,,Belgian Grand Prix,
586,14886.678614592733,-2716.6053864754454,87.88,Belgian Grand Prix,
587,14125.820535387387,-3820.052251216993,68.25,Belgian Grand Prix,
588,12771.064084085094,-4017.726118116036,,Belgian Grand Prix,
589,11321.58771531548,-3200.8985620318563,,Belgian Grand Prix,
590,10261.408998325169,-2111.235270899787,,Belgian Grand Prix,1391
591,9366.200609392172,-674.6400111331435,,Belgian Grand Prix,1391
592,8133.527306348327,671.0518287629676,33.56,Belgian Grand Prix,556
593,6530.465676816224,1348.1776752065057,42.25,Belgian Grand Prix,
594,4761.929351377122,1134.2798827860197,,Belgian Grand Prix,1669
595,2067.276296885385,174.10546325675878,,Belgian Grand Prix,1113
596,1046.032665604395,7.256892486678213,,Belgian Grand Prix,1113
597,563.1039580221149,170.85354096368144,78.48,Belgian Grand Prix,
598,356.3454328867333,556.303813092061,103.87,Belgian Grand Prix,
599,-80.76026313923894,386.6494276443208,,Belgian Grand Prix,974
600,558.0,3900.0,,Dutch Grand Prix,2265
601,924.0,4795.0,,Dutch Grand Prix,2265
602,1386.0,6138.0,,Dutch Grand Prix,2265
603,1742.0,6673.0,,Dutch Grand Prix,2265
604,2227.0,6514.0,127.44,Dutch Grand Prix,2265
605,2271.0,6062.0,,Dutch Grand Prix,587
606,2069.0,5495.0,,Dutch Grand Prix,587
607,1770.0,4609.0,,Dutch Grand Prix,0
608,1773.0,3855.0,52.2,Dutch Grand Prix,
609,1141.0,3408.0,,Dutch Grand Prix,0
610,710.0,3155.0,,Dutch Grand Prix,
611,706.0,2737.0,146.62,Dutch Grand Prix,
612,1328.0,2649.0,,Dutch Grand Prix,672
613,2100.0,2913.0,,Dutch Grand Prix,672
614,3151.0,3027.0,25.63,Dutch Grand Prix,420
615,3961.0,2890.0,,Dutch Grand Prix,420
616,4828.0,2922.0,29.66,Dutch Grand Prix,84
617,5965.0,3506.0,20.43,Dutch Grand Prix,923
618,7079.0,3628.0,,Dutch Grand Prix,923
619,8296.0,3413.0,,Dutch Grand Prix,
620,8699.0,2722.0,99.2,Dutch Grand Prix,
621,8441.0,1865.0,,Dutch Grand Prix,1342
622,7683.0,454.0,75.41,Dutch Grand Prix,1342
623,6834.0,67.0,,Dutch Grand Prix,1342
624,5898.0,332.0,,Dutch Grand Prix,1342
625,5521.0,744.0,119.2,Dutch Grand Prix,1342
626,5720.0,1152.0,,Dutch Grand Prix,1342
627,6303.0,1410.0,,Dutch Grand Prix,1342
628,6909.0,1516.0,,Dutch Grand Prix,1342
629,7459.0,1991.0,123.95,Dutch Grand Prix,
630,7316.0,2356.0,,Dutch Grand Prix,
631,6844.0,2552.0,,Dutch Grand Prix,504
632,6061.0,2639.0,,Dutch Grand Prix,3260
633,5404.0,2610.0,,Dutch Grand Prix,3260
634,3859.0,2206.0,,Dutch Grand Prix,3260
635,2651.0,1781.0,,Dutch Grand Prix,3260
636,2120.0,1547.0,40.96,Dutch Grand Prix,
637,1749.0,1756.0,,Dutch Grand Prix,
638,1440.0,1776.0,118.56,Dutch Grand Prix,
639,1241.0,1177.0,,Dutch Grand Prix,1848
640,1364.0,469.0,,Dutch Grand Prix,1848
641,1511.0,-370.0,,Dutch Grand Prix,1848
642,1560.0,-1259.0,99.16,Dutch Grand Prix,
643,918.0,-1605.0,,Dutch Grand Prix,168
644,-4.0,-1495.0,,Dutch Grand Prix,
645,-632.0,-1144.0,84.15,Dutch Grand Prix,
646,-1012.0,-430.0,,Dutch Grand Prix,
647,-605.0,905.0,,Dutch Grand Prix,3527
648,-137.0,2119.0,,Dutch Grand Prix,3527
649,237.0,3087.0,,Dutch Grand Prix,3527
650,-78.22838368990242,-1308.7984260325445,,Italian Grand Prix,7377
651,-1353.8918209240055,-1310.9881529728175,,Italian Grand Prix,7377
652,-3026.1026149005165,-1312.737583865205,,Italian Grand Prix,7377
653,-4573.826553143427,-1314.6378443358915,,Italian Grand Prix,7377
654,-6117.478556851223,-1317.1856765336795,,Italian Grand Prix,7377
655,-7566.442390025421,-1323.4952052902888,,Italian Grand Prix,7377
656,-8051.67546027202,-1284.6381912637337,54.66,Italian Grand Prix,
657,-8297.27086927877,-955.7918820632084,74.78,Italian Grand Prix,
658,-8586.602206972284,-895.7804079229973,,Italian Grand Prix,
659,-9124.90996653349,-1076.3842727659066,,Italian Grand Prix,227
660,-9766.261558711883,-1260.9842056213663,,Italian Grand Prix,794
661,-10823.958860857074,-1356.5321885136543,,Italian Grand Prix,794
662,-11957.302382754857,-1252.9152913764992,,Italian Grand Prix,
663,-13130.68787210168,-703.0903252369895,38.47,Italian Grand Prix,
664,-13901.4083926926,155.00225667947277,,Italian Grand Prix,
665,-14366.432163993324,1213.5006705305527,,Italian Grand Prix,3516
666,-14607.33651359743,2337.782705583067,,Italian Grand Prix,3516
667,-14829.659076508296,3708.622476679873,,Italian Grand Prix,3516
668,-14985.761336037158,4930.667518636177,,Italian Grand Prix,3516
669,-15244.515455265144,5570.550559341703,28.48,Italian Grand Prix,
670,-15642.22970432382,5894.118753229317,23.32,Italian Grand Prix,
671,-15888.916139124274,6648.489221159658,,Italian Grand Prix,1248
672,-16295.68916462773,7557.495659928254,,Italian Grand Prix,1248
673,-16684.729382425056,8516.236870545701,,Italian Grand Prix,
674,-16488.122272728524,9252.172767493785,85.37,Italian Grand Prix,
675,-15404.943880592356,9653.103647832657,,Italian Grand Prix,1248
676,-14622.096063223897,9780.819327533469,,Italian Grand Prix,1248
677,-13747.7107782146,9883.417443301792,68.22,Italian Grand Prix,1248
678,-13163.024874291455,9430.653273171714,,Italian Grand Prix,2950
679,-12638.17703648986,8606.259709905364,,Italian Grand Prix,2950
680,-11922.535787296743,7551.618727175547,,Italian Grand Prix,2950
681,-11144.433220879955,6494.411842911351,,Italian Grand Prix,5674
682,-9751.956702989964,5115.527095325475,,Italian Grand Prix,5674
683,-8796.941066718902,4193.252659770756,,Italian Grand Prix,5674
684,-7955.901212436351,3380.461196043199,,Italian Grand Prix,5674
685,-6589.24989017418,2101.70666003597,29.85,Italian Grand Prix,5674
686,-5659.378457761515,2040.517451977535,7.25,Italian Grand Prix,
687,-4846.239730378398,1649.900747227515,22.02,Italian Grand Prix,
688,-3743.916881012747,1396.0083767899762,,Italian Grand Prix,8285
689,-2235.430640494273,1387.4490446641144,,Italian Grand Prix,8285
690,-975.1833839731518,1382.267111531875,,Italian Grand Prix,8285
691,47.13545850252505,1377.3493560283669,,Italian Grand Prix,8285
692,1355.6358392457885,1371.3699250575562,,Italian Grand Prix,8285
693,2504.433926851249,1366.4756514612438,,Italian Grand Prix,8285
694,4090.4115608075167,1355.661559244126,,Italian Grand Prix,8285
695,5253.702790549944,1219.5310527279464,,Italian Grand Prix,
696,5780.593595429434,463.5759748738168,94.8,Italian Grand Prix,
697,5291.227171364057,-528.8516058581303,,Italian Grand Prix,
698,4122.548539743834,-1099.8816015626326,,Italian Grand Prix,2609
699,2118.254481398122,-1287.2804480907696,,Italian Grand Prix,2609
700,840.953382492828,-666.8841042294166,,Singapore Grand Prix,291
701,1156.4710187540709,409.6337178284063,,Singapore Grand Prix,3007
702,1644.7589304711198,1925.2784371709715,,Singapore Grand Prix,3007
703,1882.397544628109,2822.9531494479443,54.4,Singapore Grand Prix,
704,1517.236227996938,3334.174444814432,13.8,Singapore Grand Prix,
705,1154.9526456018125,3920.186907076929,91.07,Singapore Grand Prix,
706,775.896108482002,4023.017552639124,,Singapore Grand Prix,
707,480.1538079744029,3696.402348322985,,Singapore Grand Prix,
708,251.8738668392643,2816.431173525005,7.82,Singapore Grand Prix,776
709,149.9834372492093,1502.3751091358351,,Singapore Grand Prix,776
710,-395.99042313985535,575.2491501788754,115.57,Singapore Grand Prix,
711,-1311.1146266753071,780.19961273899,,Singapore Grand Prix,2814
712,-2675.87486541015,1558.933515152654,,Singapore Grand Prix,2814
713,-3946.918974498887,2280.726333592142,22.68,Singapore Grand Prix,2814
714,-4821.532768222328,2984.270725815327,,Singapore Grand Prix,1940
715,-5971.86660943124,4707.914846209542,,Singapore Grand Prix,1940
716,-6439.765584647914,5344.279952882737,78.7,Singapore Grand Prix,
717,-7023.664827653248,5395.881057694533,,Singapore Grand Prix,
718,-7707.636748194499,4934.734213499419,,Singapore Grand Prix,194
719,-8236.60312997095,4514.955025174974,,Singapore Grand Prix,
720,-8559.55893905692,4693.136240171468,106.11,Singapore Grand Prix,
721,-8676.345492525932,5135.983731898394,,Singapore Grand Prix,
722,-8891.245306617027,5796.709143778104,,Singapore Grand Prix,
723,-9463.093732472476,6160.463700927079,82.66,Singapore Grand Prix,
724,-9998.453074589645,5909.172286812165,,Singapore Grand Prix,2715
725,-10742.86428714296,5334.976373708546,,Singapore Grand Prix,2715
726,-11574.740333861362,4719.916016592137,,Singapore Grand Prix,2715
