,X,Y,Angle,Grand Prix,Straight_Line
727,-12617.370861546511,4024.3848650690807,78.74,Singapore Grand Prix,2715
728,-12841.798304546062,3396.394162248821,,Singapore Grand Prix,
729,-12346.732122316678,2617.1621844573424,27.07,Singapore Grand Prix,
730,-12447.574323363084,2050.707552127341,27.38,Singapore Grand Prix,
731,-12215.696570055166,1177.9402821630777,,Singapore Grand Prix,97
732,-11973.788359826294,298.2889774838524,,Singapore Grand Prix,
733,-11686.540101432938,133.44833307239483,119.23,Singapore Grand Prix,
734,-11382.289245010115,492.5074039311872,,Singapore Grand Prix,3969
735,-10675.661878161834,1565.3949863092582,,Singapore Grand Prix,3969
736,-9788.925923064822,2776.0755163989224,,Singapore Grand Prix,3969
737,-8739.833850977991,3890.083965327638,,Singapore Grand Prix,3969
738,-8348.28435611397,4034.101301338721,80.3,Singapore Grand Prix,
739,-8017.872972291113,3566.6686137351844,,Singapore Grand Prix,873
740,-7698.244550832923,2789.8013971555783,,Singapore Grand Prix,873
741,-7188.587089248519,1902.2546255140253,35.48,Singapore Grand Prix,3589
742,-5294.992628327546,762.1699718284276,,Singapore Grand Prix,3589
743,-3934.121428127655,60.279256355920936,,Singapore Grand Prix,3589
744,-3027.2762651511025,-545.7503224486373,46.29,Singapore Grand Prix,
745,-3025.869377720448,-1219.466895398834,51.27,Singapore Grand Prix,
746,-2466.181646109904,-1727.610224671829,,Singapore Grand Prix,1261
747,-1579.0187039618418,-2169.988924519816,,Singapore Grand Prix,1261
748,-510.9239636399566,-2602.950384348199,56.85,Singapore Grand Prix,
749,261.4337406028532,-2151.020548315241,63.85,Singapore Grand Prix,
750,1843.057678737693,728.5522581435229,,Japanese Grand Prix,5886
751,2991.995236928082,719.5807822612206,,Japanese Grand Prix,5886
752,4502.651801492502,707.5498247588805,,Japanese Grand Prix,5886
753,6456.230387565969,686.7963181830348,,Japanese Grand Prix,5886
754,8002.387963292822,663.7799973983593,,Japanese Grand Prix,5886
755,9135.735448058918,-135.92212137735305,98.36,Japanese Grand Prix,
756,8836.215942869789,-920.9890395513764,102.31,Japanese Grand Prix,
757,8049.298176644802,-949.7888520416864,,Japanese Grand Prix,346
758,6827.66703494558,-803.4250804632852,40.49,Japanese Grand Prix,
759,6033.738273847672,-1309.7600706639832,32.68,Japanese Grand Prix,
760,4729.30088123943,-1185.489845889855,44.96,Japanese Grand Prix,
761,3639.693604904698,-1457.320645024918,,Japanese Grand Prix,
762,2671.283460253196,-1941.8325558548331,93.38,Japanese Grand Prix,
763,1821.6239434444883,-1073.3835328854975,,Japanese Grand Prix,0
764,827.9412364586688,-669.3678427974344,,Japanese Grand Prix,
765,-140.45440637981264,-1245.3182564021513,52.27,Japanese Grand Prix,
766,-798.1869753354325,-2411.9771044528748,,Japanese Grand Prix,
767,-657.6969507075831,-3873.6913559329873,48.58,Japanese Grand Prix,808
768,-934.4294930938972,-5390.098656094922,,Japanese Grand Prix,115
769,-1555.707068406641,-5963.041213785933,88.36,Japanese Grand Prix,
770,-2136.2718600286626,-5688.916200828562,,Japanese Grand Prix,1500
771,-3226.640884755289,-5088.226272565481,,Japanese Grand Prix,1500
772,-4161.292780944984,-4524.848217482567,31.29,Japanese Grand Prix,
773,-4767.663373690712,-3516.758586421323,,Japanese Grand Prix,
774,-5097.871553656585,-3396.664632020505,152.93,Japanese Grand Prix,
775,-5207.365079104648,-3746.6877282369614,,Japanese Grand Prix,
776,-4999.036888603038,-4313.363442417767,,Japanese Grand Prix,577
777,-4746.009673251948,-5377.3499217922335,48.43,Japanese Grand Prix,577
778,-5043.290533920615,-6417.440345688203,,Japanese Grand Prix,
779,-5809.877933248245,-7203.270326785959,,Japanese Grand Prix,0
780,-6729.463751117369,-7716.974447437115,,Japanese Grand Prix,
781,-8228.938308562907,-7874.990432620591,,Japanese Grand Prix,692
782,-9681.194637139986,-7451.296491068648,76.19,Japanese Grand Prix,692
783,-10693.585563688142,-8036.702855778642,,Japanese Grand Prix,692
784,-10699.23126718867,-8848.003124502857,108.69,Japanese Grand Prix,692
785,-10017.480903970549,-9139.861724259585,,Japanese Grand Prix,7688
786,-8723.238355702946,-8905.46627581021,,Japanese Grand Prix,7688
787,-7381.260813388274,-8451.538664925973,,Japanese Grand Prix,7688
788,-6236.282464528359,-7907.188060405298,,Japanese Grand Prix,7688
789,-4973.484615149562,-7172.428513611733,,Japanese Grand Prix,7688
790,-3698.976353800168,-6422.673425764945,,Japanese Grand Prix,7688
791,-2574.2268591464604,-5761.362172060437,,Japanese Grand Prix,7688
792,-1648.5723892117562,-4827.604279301343,52.09,Japanese Grand Prix,
793,-1433.8143578136758,-3114.22195537302,,Japanese Grand Prix,1384
794,-1515.1955713767013,-1778.0909370671773,,Japanese Grand Prix,1384
795,-1298.196690584161,-1161.1172863050194,53.51,Japanese Grand Prix,
796,-841.5705957973391,-899.5248369496595,44.22,Japanese Grand Prix,
797,-822.5484033624504,-441.7059249386221,,Japanese Grand Prix,
798,-478.6789982919472,185.5570440436527,44.97,Japanese Grand Prix,
799,603.2783550175699,698.5651196325902,,Japanese Grand Prix,461
800,310.24243745177967,-1441.0932065636762,,Qatar Grand Prix,6119
801,-1022.2663461316432,-1439.9349004613575,,Qatar Grand Prix,6119
802,-2371.867901817481,-1440.7354567469838,,Qatar Grand Prix,6119
803,-3675.904045152197,-1454.2164387854086,,Qatar Grand Prix,6119
804,-5625.436300163922,-1489.4866339776418,,Qatar Grand Prix,6119
805,-6721.5386281295005,-1381.5529199285108,,Qatar Grand Prix,
806,-7086.729139775111,-580.0069822530609,153.29,Qatar Grand Prix,
807,-6385.531649589479,4.307213841273696,,Qatar Grand Prix,859
808,-5538.31860807752,453.94602699251374,,Qatar Grand Prix,859
809,-5139.968783442743,1242.7187554849756,101.74,Qatar Grand Prix,
810,-5798.753661988307,1813.6929088401923,,Qatar Grand Prix,644
811,-6665.016982143202,2295.013862211452,41.64,Qatar Grand Prix,644
812,-7336.019316831441,3557.6293487483995,,Qatar Grand Prix,2362
813,-7716.95253125642,4673.17714519096,,Qatar Grand Prix,2362
814,-8109.671475870957,6027.358754333856,,Qatar Grand Prix,2362
815,-7683.327580604828,6590.236967599661,88.06,Qatar Grand Prix,2362
816,-6732.942421461447,6813.470140045002,86.59,Qatar Grand Prix,2362
817,-6103.6261182640765,6181.082608123322,,Qatar Grand Prix,1073
818,-5744.06065494241,4963.043742739184,,Qatar Grand Prix,1073
819,-5261.533283242258,4257.669845036595,136.35,Qatar Grand Prix,2362
820,-4920.512761138039,4561.424686156477,,Qatar Grand Prix,1932
821,-4816.160045445034,5236.4709888109655,,Qatar Grand Prix,1932
822,-4731.438321446847,6228.817818040935,,Qatar Grand Prix,1932
823,-4647.349038320248,7069.449123943383,,Qatar Grand Prix,
824,-4295.586876995074,7720.546184188506,,Qatar Grand Prix,
825,-3703.147756900028,7768.31530581543,108.77,Qatar Grand Prix,
826,-3332.289829115105,7236.889490297335,,Qatar Grand Prix,
827,-2877.81630366547,6208.633289408967,5.54,Qatar Grand Prix,
828,-2134.658951189813,5263.891446649067,46.96,Qatar Grand Prix,
829,-2392.732896262521,3942.3076094012713,,Qatar Grand Prix,322
830,-2329.813812964755,3148.2438909523244,106.68,Qatar Grand Prix,
831,-1845.791860691662,3014.86192171456,,Qatar Grand Prix,
832,-1115.4179376590705,3253.7173854452058,,Qatar Grand Prix,
833,-136.87054882775362,3991.856266558653,27.43,Qatar Grand Prix,
834,505.5151299535691,5035.241449363479,,Qatar Grand Prix,1717
835,1007.6735369910824,6254.68432799353,,Qatar Grand Prix,1717
836,1676.602429493607,7269.636118363569,65.31,Qatar Grand Prix,
837,2988.952591997458,7426.001239078248,69.7,Qatar Grand Prix,
838,3932.074062943199,6709.993633642983,,Qatar Grand Prix,429
839,4398.1959512336725,5587.242376571086,65.76,Qatar Grand Prix,
840,3830.405390297373,4645.4277032347445,,Qatar Grand Prix,1395
841,3055.1890194697285,3762.566684500302,,Qatar Grand Prix,1395
842,2619.7902807254563,2713.0654037483937,67.71,Qatar Grand Prix,
843,3185.592951719969,1766.017708278163,,Qatar Grand Prix,2576
844,3785.0834253441394,937.499047031557,,Qatar Grand Prix,2576
845,4366.255944885782,67.68326048269273,,Qatar Grand Prix,2576
846,4700.948938272686,-1040.5268279832594,96.21,Qatar Grand Prix,
847,4050.093152964832,-1451.5155708112068,,Qatar Grand Prix,2899
848,2849.8682600851585,-1444.7919920041056,,Qatar Grand Prix,2899
849,1662.7626628125754,-1445.3405575006998,,Qatar Grand Prix,2899
850,-1283.0,-429.0,,United States Grand Prix,5310
851,-301.0,-1181.0,,United States Grand Prix,5310
852,915.0,-2113.0,,United States Grand Prix,5310
853,2136.0,-3048.0,,United States Grand Prix,5310
854,3182.0,-3881.0,,United States Grand Prix,5310
855,3738.0,-4019.0,132.11,United States Grand Prix,5310
856,3777.0,-3537.0,,United States Grand Prix,5310
857,3429.0,-2662.0,,United States Grand Prix,0
858,3434.0,-1646.0,69.32,United States Grand Prix,
859,4278.0,-812.0,,United States Grand Prix,0
860,5563.0,226.0,17.12,United States Grand Prix,
861,6706.0,1486.0,8.81,United States Grand Prix,
862,7145.0,2434.0,69.64,United States Grand Prix,
863,8355.0,2640.0,,United States Grand Prix,
864,9443.0,2416.0,55.04,United States Grand Prix,
865,10413.0,3259.0,75.36,United States Grand Prix,
866,11054.0,2995.0,30.35,United States Grand Prix,
867,11746.0,2837.0,,United States Grand Prix,217
868,12911.0,3161.0,35.15,United States Grand Prix,
869,13973.0,4107.0,,United States Grand Prix,2275
870,14895.0,5246.0,,United States Grand Prix,2275
871,15557.0,6104.0,,United States Grand Prix,2275
872,15404.0,6423.0,119.98,United States Grand Prix,2275
873,14962.0,6387.0,,United States Grand Prix,10151
874,14202.0,6117.0,,United States Grand Prix,10151
875,13190.0,5766.0,,United States Grand Prix,10151
876,11887.0,5393.0,,United States Grand Prix,10151
877,10520.0,5057.0,,United States Grand Prix,10151
878,8895.0,4722.0,,United States Grand Prix,10151
879,7468.0,4487.0,,United States Grand Prix,10151
880,5921.0,4325.0,,United States Grand Prix,10151
881,4432.0,4179.0,,United States Grand Prix,
882,4000.0,3759.0,116.94,United States Grand Prix,
883,4416.0,3207.0,,United States Grand Prix,108
884,4991.0,2529.0,,United States Grand Prix,
885,4914.0,2026.0,124.02,United States Grand Prix,
886,4298.0,2022.0,63.78,United States Grand Prix,
887,3667.0,2894.0,,United States Grand Prix,
888,2992.0,3151.0,142.06,United States Grand Prix,
889,2870.0,2765.0,,United States Grand Prix,217
890,3448.0,1983.0,,United States Grand Prix,
891,3727.0,1194.0,68.73,United States Grand Prix,
892,3052.0,62.0,73.06,United States Grand Prix,
893,2082.0,-31.0,64.32,United States Grand Prix,0
894,520.0,1559.0,,United States Grand Prix,0
895,-385.0,1883.0,73.24,United States Grand Prix,1192
896,-1336.0,1460.0,,United States Grand Prix,1192
897,-2263.0,1065.0,,United States Grand Prix,
898,-2537.0,591.0,102.53,United States Grand Prix,
899,-2054.0,90.0,,United States Grand Prix,325
900,-897.363475774303,852.3220003885045,,Mexico City Grand Prix,11076
901,368.9088003630973,1492.9712981215214,,Mexico City Grand Prix,11076
902,1634.9663429381976,2145.825262564335,,Mexico City Grand Prix,11076
903,2957.5097533514167,2843.4268161553314,,Mexico City Grand Prix,11076
904,4105.489803826469,3492.072947502229,,Mexico City Grand Prix,11076
905,5341.791530276735,4187.583580904832,,Mexico City Grand Prix,11076
906,6333.707210811377,4727.78658229366,,Mexico City Grand Prix,11076
907,7677.955256484375,5458.462428140727,,Mexico City Grand Prix,11076
908,9101.992344704671,6227.33131902724,,Mexico City Grand Prix,
909,9648.15058951485,6312.64938057265,87.71,Mexico City Grand Prix,
910,9912.510699461767,6110.412558334827,,Mexico City Grand Prix,
911,10132.752356404408,5742.62646214961,54.78,Mexico City Grand Prix,
912,10572.15078067257,5660.146011431542,57.65,Mexico City Grand Prix,
913,10967.302856524237,5298.305111379989,,Mexico City Grand Prix,
914,11189.208328343584,4565.851726121491,,Mexico City Grand Prix,4855
915,11308.147703764713,3296.299669302067,,Mexico City Grand Prix,4855
916,11374.177546486815,2388.792611549845,,Mexico City Grand Prix,4855
917,11494.431316000877,1100.418430297496,,Mexico City Grand Prix,4855
918,11555.752672154342,-275.27110272930554,,Mexico City Grand Prix,4855
919,11625.68434626363,-1018.0184089891616,85.32,Mexico City Grand Prix,
920,11938.275337797442,-1218.5872799834096,,Mexico City Grand Prix,
921,12295.29492041114,-1220.0077131362916,104.74,Mexico City Grand Prix,
922,12409.91747460452,-1522.3827618261353,,Mexico City Grand Prix,170
923,12181.6665749474,-2222.1981137624266,,Mexico City Grand Prix,
924,11889.654859053087,-2497.3965108879534,104.54,Mexico City Grand Prix,
925,11615.326324352893,-2385.218727663092,,Mexico City Grand Prix,
926,11212.847314663892,-1662.8250353043056,,Mexico City Grand Prix,1704
927,10837.749055554856,-876.0396160104724,,Mexico City Grand Prix,1704
928,10411.57639311077,-41.073232384569394,52.98,Mexico City Grand Prix,1704
929,9605.358914149976,306.4068053414872,,Mexico City Grand Prix,
930,8691.060722374456,491.3089862805255,35.12,Mexico City Grand Prix,
931,7511.0493311098735,354.60815787841045,,Mexico City Grand Prix,
932,6677.416836116248,-49.582222129208674,51.73,Mexico City Grand Prix,
933,6167.256451651125,114.9819967107224,,Mexico City Grand Prix,
934,5406.450257064761,410.1665733386629,32.68,Mexico City Grand Prix,4229
935,4555.674223428437,286.4687940940699,,Mexico City Grand Prix,4229
936,3590.104614740956,-46.71033307194197,,Mexico City Grand Prix,4229
937,2546.0647875954546,-581.5213644970528,,Mexico City Grand Prix,4229
938,1344.5442937235282,-1265.358701007544,,Mexico City Grand Prix,4229
939,574.0541133698431,-1542.0930175975648,70.84,Mexico City Grand Prix,
940,11.103525254696686,-1073.4922970039972,,Mexico City Grand Prix,85
941,-378.6610106296032,-514.9105155548559,,Mexico City Grand Prix,
942,-712.9891283221071,-415.42328159899984,99.22,Mexico City Grand Prix,
943,-865.3965295236329,-717.7442766671511,,Mexico City Grand Prix,
944,-1215.303911862297,-1064.6719691117066,36.8,Mexico City Grand Prix,0
945,-1670.4378507208785,-1293.988557476075,,Mexico City Grand Prix,
946,-2116.8267844021607,-1224.003417004058,100.31,Mexico City Grand Prix,
947,-2287.078633997375,-712.3596857716618,,Mexico City Grand Prix,
948,-2128.5115967293677,-136.1006340492215,53.96,Mexico City Grand Prix,
949,-1555.2006248905686,459.6640255012189,,Mexico City Grand Prix,426
950,-4408.430459778451,4689.0308040465625,,So Paulo Grand Prix,2456
951,-5437.492745631856,4642.978531201813,,So Paulo Grand Prix,2456
952,-6374.632836147034,4591.700360902922,,So Paulo Grand Prix,2456
953,-7457.242396141421,4447.639468885824,,So Paulo Grand Prix,
954,-7834.475087761119,4115.819493035428,94.45,So Paulo Grand Prix,
955,-7708.817090896932,3687.330207493677,,So Paulo Grand Prix,
956,-7571.057283756755,3205.151573026428,45.24,So Paulo Grand Prix,
957,-8022.386426805728,2404.491842157764,,So Paulo Grand Prix,
958,-8041.138313455841,1580.3817968682642,68.58,So Paulo Grand Prix,
959,-7287.508008054528,595.1638703257534,,So Paulo Grand Prix,5251
960,-6370.179390154369,125.17003336468858,,So Paulo Grand Prix,5251
961,-4843.1666148361655,-612.4321521086192,,So Paulo Grand Prix,5251
962,-3731.115586997721,-1166.7538199905978,,So Paulo Grand Prix,5251
963,-2563.8865227283973,-1764.4965000168431,,So Paulo Grand Prix,5251
964,-1733.287508381976,-2074.972388560147,91.47,So Paulo Grand Prix,
965,-1148.0970960039133,-1721.925392735522,,So Paulo Grand Prix,
966,-884.8556674318544,-921.1576671850088,56.42,So Paulo Grand Prix,
967,-987.790653576562,-169.3269757209075,,So Paulo Grand Prix,
968,-1660.8251375197658,733.3299820561348,,So Paulo Grand Prix,2287
969,-2476.2814529721686,1600.8298365741578,,So Paulo Grand Prix,2287
970,-3375.277659223785,2599.566449072769,85.08,So Paulo Grand Prix,2287
971,-3439.937641180218,3435.272190786558,,So Paulo Grand Prix,
972,-2614.899129850524,4079.821998654718,82.88,So Paulo Grand Prix,
973,-1846.6899986403137,4077.04158047497,,So Paulo Grand Prix,
974,-1423.033691868812,3915.426810937248,101.33,So Paulo Grand Prix,
975,-1309.5441166199266,3665.366585571781,,So Paulo Grand Prix,
976,-1497.966216114302,3360.8881587134374,,So Paulo Grand Prix,
977,-1712.3018135156933,2972.974184117795,131.39,So Paulo Grand Prix,
978,-1572.2601782624783,2631.3935342038903,,So Paulo Grand Prix,
979,-1003.021206843963,2620.8108399160137,,So Paulo Grand Prix,
980,-518.0598308979321,2891.9057750227626,,So Paulo Grand Prix,0
981,285.281175574522,3184.270662312301,,So Paulo Grand Prix,4838
982,865.1007385270016,3026.2666293966954,144.06,So Paulo Grand Prix,4838
983,769.002605160637,2684.7843476257367,,So Paulo Grand Prix,4838
984,476.1924609848632,2490.4155757827207,,So Paulo Grand Prix,4838
985,-20.591776154081064,2231.0347327540244,,So Paulo Grand Prix,4838
986,-407.6517531766012,1506.680141281501,81.24,So Paulo Grand Prix,4838
987,-194.1150507567153,688.402024306813,,So Paulo Grand Prix,4838
988,633.6080544539354,-121.3871217679156,,So Paulo Grand Prix,4838
989,1179.963461723659,-484.9249725443301,93.19,So Paulo Grand Prix,
990,1628.851772096303,-277.72631229095646,,So Paulo Grand Prix,
991,1938.5397205179063,226.9135341365907,37.37,So Paulo Grand Prix,
992,2104.585698036092,969.6205647684748,,So Paulo Grand Prix,
993,2035.223636689001,1903.448120822419,,So Paulo Grand Prix,
994,1665.5895149944383,2805.0004576720826,40.5,So Paulo Grand Prix,
995,1097.189493579064,3406.317691463865,,So Paulo Grand Prix,
996,-137.35714911973105,4081.754281382663,,So Paulo Grand Prix,
997,-1203.2598592695142,4478.027435274455,,So Paulo Grand Prix,
998,-2270.9338576276887,4678.387693883463,18.49,So Paulo Grand Prix,
999,-3415.2429543465205,4720.217003781336,,So Paulo Grand Prix,
1000,565.0000000000001,2113.0,,Las Vegas Grand Prix,1842
1001,-675.9999999999998,3217.0,,Las Vegas Grand Prix,1842
1002,-1341.9999999999998,3765.0,108.63,Las Vegas Grand Prix,1842
1003,-1866.0,3606.0,,Las Vegas Grand Prix,1842
1004,-1935.0,2901.0,67.69,Las Vegas Grand Prix,1842
1005,-1377.9999999999998,2188.0,,Las Vegas Grand Prix,1842
1006,-1369.0,1056.0,101.19,Las Vegas Grand Prix,
1007,-2479.0,545.0000000000001,63.64,Las Vegas Grand Prix,7244
1008,-3730.0,468.0000000000002,,Las Vegas Grand Prix,7244
1009,-5316.0,406.00000000000034,,Las Vegas Grand Prix,7244
1010,-6925.0,350.0000000000004,,Las Vegas Grand Prix,7244
1011,-8438.0,297.0000000000005,,Las Vegas Grand Prix,7244
1012,-10070.0,242.00000000000065,,Las Vegas Grand Prix,7244
1013,-10508.0,342.0000000000006,76.2,Las Vegas Grand Prix,
1014,-10709.0,916.0000000000008,,Las Vegas Grand Prix,860
1015,-10715.0,1951.000000000001,,Las Vegas Grand Prix,860
1016,-11184.0,3269.000000000001,54.71,Las Vegas Grand Prix,
1017,-12294.0,3875.000000000001,,Las Vegas Grand Prix,
1018,-12794.0,3556.000000000001,59.93,Las Vegas Grand Prix,
1019,-13181.0,3303.000000000001,75.57,Las Vegas Grand Prix,
1020,-13935.0,3615.000000000001,,Las Vegas Grand Prix,
1021,-14260.0,3462.000000000001,109.4,Las Vegas Grand Prix,
1022,-14280.0,2752.000000000001,,Las Vegas Grand Prix,2456
1023,-14257.0,1635.000000000001,,Las Vegas Grand Prix,2456
1024,-14261.0,447.00000000000085,,Las Vegas Grand Prix,2456
1025,-14717.0,-1133.999999999999,52.72,Las Vegas Grand Prix,
1026,-15753.0,-1889.999999999999,,Las Vegas Grand Prix,491
1027,-17174.0,-2803.999999999999,42.29,Las Vegas Grand Prix,
1028,-17714.0,-4135.999999999999,,Las Vegas Grand Prix,
1029,-17620.0,-4772.999999999999,83.99,Las Vegas Grand Prix,
1030,-17054.0,-4965.999999999999,,Las Vegas Grand Prix,17240
1031,-16007.0,-5484.999999999999,,Las Vegas Grand Prix,17240
1032,-14644.0,-6233.999999999999,,Las Vegas Grand Prix,17240
1033,-13187.0,-6893.999999999999,,Las Vegas Grand Prix,17240
1034,-11673.0,-7325.999999999999,,Las Vegas Grand Prix,17240
1035,-9862.0,-7634.999999999999,10.68,Las Vegas Grand Prix,17240
1036,-8423.0,-7695.999999999999,,Las Vegas Grand Prix,17240
1037,-7069.000000000001,-7688.0,,Las Vegas Grand Prix,17240
1038,-5152.000000000001,-7683.0,,Las Vegas Grand Prix,
1039,-3297.0000000000005,-7694.0,,Las Vegas Grand Prix,
1040,-1688.0000000000005,-7708.0,,Las Vegas Grand Prix,
1041,-54.00000000000048,-7728.0,,Las Vegas Grand Prix,
1042,983.9999999999995,-7669.0,60.77,Las Vegas Grand Prix,
1043,1261.9999999999995,-7367.0,21.55,Las Vegas Grand Prix,
1044,1659.9999999999995,-6616.0,24.58,Las Vegas Grand Prix,6016
1045,1708.9999999999998,-5381.0,,Las Vegas Grand Prix,6016
1046,1677.9999999999998,-4170.0,,Las Vegas Grand Prix,6016
1047,1645.9999999999998,-2530.0,,Las Vegas Grand Prix,6016
1048,1650.0,-894.0000000000001,,Las Vegas Grand Prix,6016
1049,1541.0,797.9999999999999,36.59,Las Vegas Grand Prix,
1050,2156.701912055267,-229.98665730245503,,Abu Dhabi Grand Prix,2930
1051,2464.505056667718,-1267.2962659375464,,Abu Dhabi Grand Prix,2930
1052,2849.9529790842757,-2572.188176827012,,Abu Dhabi Grand Prix,2930
1053,3204.78895363456,-3645.883399487963,90.44,Abu Dhabi Grand Prix,
1054,3943.591838542589,-3764.3920373654346,,Abu Dhabi Grand Prix,628
1055,4956.119626368202,-3373.631907770602,,Abu Dhabi Grand Prix,628
1056,5789.86967406529,-2642.748977360333,52.38,Abu Dhabi Grand Prix,209
1057,6004.878070960247,-1552.8552259952464,72.78,Abu Dhabi Grand Prix,
1058,7179.114425083216,-944.712163339759,,Abu Dhabi Grand Prix,3851
1059,8464.664069568085,-933.3055176966798,10.26,Abu Dhabi Grand Prix,3851
1060,9561.794583497976,-763.2066188056681,,Abu Dhabi Grand Prix,3851
1061,11008.491598105102,-404.5413878076981,,Abu Dhabi Grand Prix,3851
1062,11874.934967561769,66.06448500370257,125.8,Abu Dhabi Grand Prix,
1063,11664.662613246444,538.7319548074648,,Abu Dhabi Grand Prix,
1064,11029.438190582365,674.4888435869518,,Abu Dhabi Grand Prix,10252
1065,10072.245926712376,799.1683125762373,,Abu Dhabi Grand Prix,10252
1066,9005.69013366114,962.4433575428592,,Abu Dhabi Grand Prix,10252
1067,7392.361754823162,1226.3004060293786,,Abu Dhabi Grand Prix,10252
1068,6159.904013000661,1426.3251910480856,,Abu Dhabi Grand Prix,10252
1069,5057.840463766696,1606.6940726486462,,Abu Dhabi Grand Prix,10252
1070,3727.891562873384,1824.053040746744,,Abu Dhabi Grand Prix,10252
1071,2495.9571698225814,2038.3860788406223,,Abu Dhabi Grand Prix,10252
1072,1018.6440192875668,2296.77891011949,,Abu Dhabi Grand Prix,
1073,320.196614104749,2267.0430362734305,105.66,Abu Dhabi Grand Prix,
1074,245.83370158964095,1974.6885301643736,,Abu Dhabi Grand Prix,
1075,235.81616394346744,1588.0754820923933,73.94,Abu Dhabi Grand Prix,
1076,-119.71866880353026,1387.2870792809651,,Abu Dhabi Grand Prix,105
1077,-1110.371594720508,837.9158201381783,27.33,Abu Dhabi Grand Prix,
1078,-1806.196284160296,90.73578723712237,,Abu Dhabi Grand Prix,3868
1079,-2374.895461699916,-853.36073614688,,Abu Dhabi Grand Prix,3868
1080,-3165.57657327399,-2214.3373633525,,Abu Dhabi Grand Prix,3868
1081,-3938.5744215904233,-3882.9164973758657,,Abu Dhabi Grand Prix,1464
1082,-4272.147917260058,-5285.143912236501,,Abu Dhabi Grand Prix,1464
1083,-4291.4505524383385,-6206.493144761917,137.03,Abu Dhabi Grand Prix,
1084,-3273.4381500883483,-6365.127153289726,,Abu Dhabi Grand Prix,
1085,-2889.9945885023035,-5424.248821581418,,Abu Dhabi Grand Prix,837
1086,-2977.450139424485,-4058.689402657109,37.55,Abu Dhabi Grand Prix,837
1087,-2884.624602170827,-3053.2962359638145,,Abu Dhabi Grand Prix,
1088,-1986.935341096044,-2005.4956869321727,57.66,Abu Dhabi Grand Prix,
1089,-1342.5760471063177,-1853.2915468798683,94.96,Abu Dhabi Grand Prix,
1090,-1025.823080123599,-2267.581973884457,,Abu Dhabi Grand Prix,
1091,-713.7231707731877,-2816.729173261332,101.36,Abu Dhabi Grand Prix,
1092,126.48187376909752,-2738.642790801286,56.85,Abu Dhabi Grand Prix,
1093,375.7079582034518,-2194.092188159512,,Abu Dhabi Grand Prix,
1094,175.7217184283557,-1486.0628781019282,,Abu Dhabi Grand Prix,1046
1095,-185.0231026400021,-413.4095445069783,69.24,Abu Dhabi Grand Prix,1046
1096,377.9270715428007,845.4709507695003,,Abu Dhabi Grand Prix,209
1097,1131.0057910157825,1325.5349488748925,,Abu Dhabi Grand Prix,
1098,1657.925403235508,1343.3035238941268,98.09,Abu Dhabi Grand Prix,
1099,1922.9161674255065,698.5230225651856,,Abu Dhabi Grand Prix,314
