X,Y,Number,Angle,Category,Grand Prix
4054.815185546875,-1175.5828857421875,4,1.22,Large,FORMULA 1 MSC CRUISES BELGIAN GRAND PRIX 2023
8288.3798828125,-11558.162109375,5,49.49,Serré,FORMULA 1 MSC CRUISES BELGIAN GRAND PRIX 2023
7822.23583984375,-12185.4541015625,6,44.85,Serré,FORMULA 1 MSC CRUISES BELGIAN GRAND PRIX 2023
7960.5205078125,-13774.4111328125,7,67.39,Serré,FORMULA 1 MSC CRUISES BELGIAN GRAND PRIX 2023
4795.484375,-15569.1689453125,8,132.98,Serré,FORMULA 1 MSC CRUISES BELGIAN GRAND PRIX 2023
6124.01416015625,-13828.8994140625,9,71.66,Serré,FORMULA 1 MSC CRUISES BELGIAN GRAND PRIX 2023
4679.7138671875,-8919.283203125,10,82.73,Serré,FORMULA 1 MSC CRUISES BELGIAN GRAND PRIX 2023
2442.751220703125,-8984.7734375,11,71.42,Serré,FORMULA 1 MSC CRUISES BELGIAN GRAND PRIX 2023
765.8057861328125,-12791.740234375,12,82.16,Serré,FORMULA 1 MSC CRUISES BELGIAN GRAND PRIX 2023
-711.81396484375,-12662.1513671875,13,61.89,Serré,FORMULA 1 MSC CRUISES BELGIAN GRAND PRIX 2023
-2527.06591796875,-14855.037109375,14,87.88,Serré,FORMULA 1 MSC CRUISES BELGIAN GRAND PRIX 2023
-4336.47314453125,-13437.90234375,15,68.25,Serré,FORMULA 1 MSC CRUISES BELGIAN GRAND PRIX 2023
370.2557678222656,-8378.4921875,16,33.56,Serré,FORMULA 1 MSC CRUISES BELGIAN GRAND PRIX 2023
1346.130126953125,-5851.3837890625,17,42.25,Serré,FORMULA 1 MSC CRUISES BELGIAN GRAND PRIX 2023
24.782848358154297,-701.6300048828125,18,78.48,Serré,FORMULA 1 MSC CRUISES BELGIAN GRAND PRIX 2023
549.4779052734375,-386.9144592285156,19,103.87,Serré,FORMULA 1 MSC CRUISES BELGIAN GRAND PRIX 2023
2045.2357177734375,6685.8916015625,1,127.44,Serré,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023
1769.6058349609375,3831.817626953125,2,52.2,Serré,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023
733.6047973632812,2809.591552734375,3,146.62,Serré,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023
2716.9189453125,3031.772216796875,4,25.63,Moyen,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023
4555.51513671875,2861.585693359375,5,29.66,Moyen,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023
6001.01171875,3518.558349609375,6,20.43,Moyen,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023
8671.6748046875,2879.995361328125,7,99.2,Serré,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023
7340.24365234375,117.99333190917969,8,75.41,Serré,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023
5498.07763671875,848.86279296875,9,119.2,Serré,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023
7457.498046875,2120.50927734375,10,123.95,Serré,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023
2016.62158203125,1550.578857421875,11,40.96,Serré,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023
1264.3878173828125,1672.33203125,12,118.56,Serré,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023
1540.923828125,-1313.8089599609375,13,99.16,Serré,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023
-881.4706420898438,-828.2156372070312,14,84.15,Serré,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023
-569.5805053710938,8153.724609375,1,54.66,Serré,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 
-146.75457763671875,8474.9814453125,2,74.78,Serré,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 
611.6001586914062,13310.6201171875,3,38.47,Serré,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 
6808.6552734375,14630.75390625,4,28.48,Moyen,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 
7130.8720703125,15023.123046875,5,23.32,Moyen,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 
10554.8564453125,15713.8046875,6,85.37,Serré,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 
10972.642578125,12648.357421875,7,68.22,Serré,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 
2562.920166015625,6171.0234375,8,29.85,Moyen,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 
2478.04150390625,5270.56201171875,9,7.25,Large,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 
1890.1082763671875,4451.185546875,10,22.02,Moyen,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 
-55.33073425292969,-5800.1669921875,11,94.8,Serré,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023 
431.13265185736964,3476.576339145755,1,54.4,Serré,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 
-195.2140342729199,3722.2068354357343,2,13.8,Large,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 
-779.7542602987305,4085.8999696922547,3,91.07,Serré,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 
-1000.248495084903,2762.5658073638174,4,7.82,Large,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 
-704.2751363886564,290.4987435530211,5,115.57,Serré,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 
-4914.428676444357,446.07877429337077,6,22.68,Moyen,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 
-8210.484031585085,2141.91893694609,7,78.7,Serré,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 
-9608.455015003696,545.2344521818222,8,106.11,Serré,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 
-11035.325462710984,1643.4830602634265,9,82.66,Serré,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 
-13197.999977462843,-1883.9884365433581,10,78.74,Serré,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 
-12225.258327405409,-3008.9788169688827,11,27.07,Moyen,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 
-11972.752928264084,-3759.2471044775466,12,27.38,Moyen,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 
-10795.164153894957,-4903.60650770113,13,119.23,Serré,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 
-9087.216472295006,75.60817055162295,14,80.3,Serré,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 
-7370.032739596296,-1290.3335741899066,15,35.48,Serré,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 
-2544.27408282517,-1747.779915053758,16,46.29,Serré,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 
-2205.492524818259,-2401.4104525295033,17,51.27,Serré,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 
386.8427724646517,-2657.5894968940347,18,56.85,Serré,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 
1136.5661843074995,-1839.636021516253,19,63.85,Serré,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023 
6045.8194879946805,-6283.4911307646325,1,98.36,Serré,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 
5449.313781341823,-7325.65579009338,2,102.31,Serré,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 
3858.6019661688397,-5655.760175448682,3,40.49,Serré,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 
2504.3939347955493,-5170.41048332579,4,32.68,Serré,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 
1936.8767402088579,-3891.8444247296457,5,44.96,Serré,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 
322.5295929138356,-3353.3457139121856,6,93.38,Serré,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 
-609.3335171653484,-757.036992571153,7,52.27,Serré,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 
-3863.6182473492945,-2682.4262950455272,8,48.58,Serré,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 
-5441.4229928375935,-2850.1328632590235,9,88.36,Serré,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 
-6159.973406518737,83.27579395014482,10,31.29,Serré,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 
-5880.570255368542,1633.2612531359882,11,152.93,Serré,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 
-7537.1911548545095,-247.0956165533321,12,48.43,Serré,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 
-12191.272030431835,2706.535522228907,13,76.19,Serré,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 
-13672.200692317143,2412.5381214497556,14,108.69,Serré,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 
-4940.682659764005,-2004.2672744686195,15,52.09,Serré,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 
-1848.3555035285224,271.93388684760157,16,53.51,Serré,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 
-1390.6108201208317,-10.204187628507043,17,44.22,Serré,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 
358.6141693110658,346.781710878844,18,44.97,Serré,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023 
-4102.06103515625,5867.05322265625,1,153.29,Serré,FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023
-1498.0576171875,5023.38720703125,2,101.74,Serré,FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023
-1169.0216064453125,7151.10546875,3,41.64,Serré,FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023
1700.86083984375,10042.0947265625,4,88.06,Serré,FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023
2741.896728515625,8983.0322265625,5,86.59,Serré,FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023
1329.40283203125,6525.28759765625,6,136.35,Serré,FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023
4931.5595703125,7220.83154296875,7,108.77,Serré,FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023
4091.14208984375,5631.65576171875,8,5.54,Large,FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023
3637.8564453125,4513.4716796875,9,46.96,Serré,FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023
1632.4962158203125,3576.8994140625,10,106.68,Serré,FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023
3995.45068359375,1980.9371337890625,11,27.43,Moyen,FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023
7034.22900390625,2124.40966796875,12,65.31,Serré,FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023
8044.39306640625,485.46246337890625,13,69.7,Serré,FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023
6947.80908203125,-1163.4581298828125,14,65.76,Serré,FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023
4053.34375,-775.6227416992188,15,67.71,Serré,FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023
1474.8946533203125,-4596.61767578125,16,96.21,Serré,FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023
3743.505950560483,-4013.3678672920078,1,132.11,Serré,FORMULA 1 LENOVO UNITED STATES GRAND PRIX 2023
3414.022004158147,-1696.4977152979786,2,69.32,Serré,FORMULA 1 LENOVO UNITED STATES GRAND PRIX 2023
5395.315371904974,-54.73041858963802,3,12.01,Large,FORMULA 1 LENOVO UNITED STATES GRAND PRIX 2023
5846.153185134,682.4340137004386,4,17.12,Moyen,FORMULA 1 LENOVO UNITED STATES GRAND PRIX 2023
6609.267124870705,1281.73631572348,5,8.81,Large,FORMULA 1 LENOVO UNITED STATES GRAND PRIX 2023
7165.299058163059,2448.096460587591,6,69.64,Serré,FORMULA 1 LENOVO UNITED STATES GRAND PRIX 2023
9287.59816520198,2343.861924048018,7,55.04,Serré,FORMULA 1 LENOVO UNITED STATES GRAND PRIX 2023
10475.25965605229,3267.2329941228463,8,75.36,Serré,FORMULA 1 LENOVO UNITED STATES GRAND PRIX 2023
11266.63987279964,2843.723967841445,9,30.35,Serré,FORMULA 1 LENOVO UNITED STATES GRAND PRIX 2023
13265.495253457295,3339.9514603285365,10,35.15,Serré,FORMULA 1 LENOVO UNITED STATES GRAND PRIX 2023
15557.826820202115,6316.789651088751,11,119.98,Serré,FORMULA 1 LENOVO UNITED STATES GRAND PRIX 2023
4025.1148393632216,3996.419189060194,12,116.94,Serré,FORMULA 1 LENOVO UNITED STATES GRAND PRIX 2023
4941.5833838497,2058.1670910820194,13,124.02,Serré,FORMULA 1 LENOVO UNITED STATES GRAND PRIX 2023
4279.206066924415,2035.9921472841122,14,63.78,Serré,FORMULA 1 LENOVO UNITED STATES GRAND PRIX 2023
2856.971820674472,3037.7723595471184,15,142.06,Serré,FORMULA 1 LENOVO UNITED STATES GRAND PRIX 2023
3693.059720660606,1427.1712545632547,16,68.73,Serré,FORMULA 1 LENOVO UNITED STATES GRAND PRIX 2023
3320.2825975725164,212.0593181515851,17,73.06,Serré,FORMULA 1 LENOVO UNITED STATES GRAND PRIX 2023
2005.0009056930412,-12.105512097587734,18,64.32,Serré,FORMULA 1 LENOVO UNITED STATES GRAND PRIX 2023
45.34517859774405,1887.2539478629997,19,73.24,Serré,FORMULA 1 LENOVO UNITED STATES GRAND PRIX 2023
-2544.6723020443987,618.3306286295765,20,102.53,Serré,FORMULA 1 LENOVO UNITED STATES GRAND PRIX 2023
11549.390625,-620.4165039062495,1,87.71,Serré,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2023
11579.570556640625,-1334.7114257812495,2,54.78,Serré,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2023
11984.5009765625,-1769.0202636718745,3,57.65,Serré,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2023
8811.018692016602,-7835.0654296875,4,85.32,Serré,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2023
9258.899475097656,-8332.6875,5,104.74,Serré,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2023
8180.223449707031,-9021.7958984375,6,104.54,Serré,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2023
8337.142669677734,-5797.26025390625,7,52.98,Serré,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2023
7521.6416015625,-5024.2841796875,8,24.08,Moyen,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2023
7078.6907958984375,-4423.57568359375,9,35.12,Serré,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2023
5329.669921875,-3929.69140625,10,51.73,Serré,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2023
4822.8515625,-3047.8134765625,11,32.68,Serré,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2023
-443.9345703125,-1580.6708984375005,12,70.84,Serré,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2023
-791.74609375,76.99999999999955,13,99.22,Serré,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2023
-1373.6669921875,-167.83337402343795,14,35.62,Serré,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2023
-1809.1650390625,-107.8207397460942,15,36.8,Serré,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2023
-2390.3896484375,97.9679565429683,16,100.31,Serré,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2023
-1892.0537109375,1095.2366485595703,17,53.96,Serré,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2023
-2393.436279296875,-8518.955078125,1,94.45,Serré,FORMULA 1 ROLEX GRANDE PRÊMIO DE SÃO PAULO 2023
-1548.525146484375,-8083.34912109375,2,45.24,Serré,FORMULA 1 ROLEX GRANDE PRÊMIO DE SÃO PAULO 2023
225.64907836914062,-8132.4267578125,3,68.58,Serré,FORMULA 1 ROLEX GRANDE PRÊMIO DE SÃO PAULO 2023
2323.666015625,-1064.5079345703125,4,91.47,Serré,FORMULA 1 ROLEX GRANDE PRÊMIO DE SÃO PAULO 2023
821.3036499023438,-714.7282104492188,5,56.42,Serré,FORMULA 1 ROLEX GRANDE PRÊMIO DE SÃO PAULO 2023
-2024.5311279296875,-3964.448486328125,6,85.08,Serré,FORMULA 1 ROLEX GRANDE PRÊMIO DE SÃO PAULO 2023
-3261.28466796875,-3714.666015625,7,82.88,Serré,FORMULA 1 ROLEX GRANDE PRÊMIO DE SÃO PAULO 2023
-3523.720703125,-2188.38525390625,8,101.33,Serré,FORMULA 1 ROLEX GRANDE PRÊMIO DE SÃO PAULO 2023
-2383.04833984375,-2240.02099609375,9,131.39,Serré,FORMULA 1 ROLEX GRANDE PRÊMIO DE SÃO PAULO 2023
-3075.818115234375,258.4669189453125,10,144.06,Serré,FORMULA 1 ROLEX GRANDE PRÊMIO DE SÃO PAULO 2023
-1368.5802001953125,-706.1390991210938,11,81.24,Serré,FORMULA 1 ROLEX GRANDE PRÊMIO DE SÃO PAULO 2023
140.72178649902344,1484.997314453125,12,93.19,Serré,FORMULA 1 ROLEX GRANDE PRÊMIO DE SÃO PAULO 2023
-871.7373657226562,1881.447021484375,13,37.37,Serré,FORMULA 1 ROLEX GRANDE PRÊMIO DE SÃO PAULO 2023
-3189.6416015625,938.1722412109375,14,40.5,Serré,FORMULA 1 ROLEX GRANDE PRÊMIO DE SÃO PAULO 2023
-4130.12744140625,-2877.100830078125,15,18.49,Moyen,FORMULA 1 ROLEX GRANDE PRÊMIO DE SÃO PAULO 2023
3781.81005859375,1577.1397705078125,1,108.63,Serré,FORMULA 1 HEINEKEN SILVER LAS VEGAS GRAND PRIX 2023
3022.856689453125,1971.9615478515625,2,67.69,Serré,FORMULA 1 HEINEKEN SILVER LAS VEGAS GRAND PRIX 2023
1408.8516845703125,1204.9444580078125,3,101.19,Serré,FORMULA 1 HEINEKEN SILVER LAS VEGAS GRAND PRIX 2023
606.34326171875,2040.28369140625,4,63.64,Serré,FORMULA 1 HEINEKEN SILVER LAS VEGAS GRAND PRIX 2023
373.9714660644531,10559.6064453125,5,76.2,Serré,FORMULA 1 HEINEKEN SILVER LAS VEGAS GRAND PRIX 2023
2913.037841796875,10944.3857421875,6,54.71,Serré,FORMULA 1 HEINEKEN SILVER LAS VEGAS GRAND PRIX 2023
3723.593505859375,12721.671875,7,59.93,Serré,FORMULA 1 HEINEKEN SILVER LAS VEGAS GRAND PRIX 2023
3312.9931640625,13017.1328125,8,75.57,Serré,FORMULA 1 HEINEKEN SILVER LAS VEGAS GRAND PRIX 2023
3535.08642578125,14199.03125,9,109.4,Serré,FORMULA 1 HEINEKEN SILVER LAS VEGAS GRAND PRIX 2023
-1211.2879638671875,14780.541015625,10,52.72,Serré,FORMULA 1 HEINEKEN SILVER LAS VEGAS GRAND PRIX 2023
-2607.49462890625,16991.494140625,11,42.29,Serré,FORMULA 1 HEINEKEN SILVER LAS VEGAS GRAND PRIX 2023
-4689.17822265625,17710.146484375,12,83.99,Serré,FORMULA 1 HEINEKEN SILVER LAS VEGAS GRAND PRIX 2023
-7525.62548828125,10705.1474609375,13,10.68,Large,FORMULA 1 HEINEKEN SILVER LAS VEGAS GRAND PRIX 2023
-7645.392578125,-1030.9439697265625,14,60.77,Serré,FORMULA 1 HEINEKEN SILVER LAS VEGAS GRAND PRIX 2023
-7145.8369140625,-1305.7738037109375,15,21.55,Moyen,FORMULA 1 HEINEKEN SILVER LAS VEGAS GRAND PRIX 2023
-6660.0048828125,-1639.4146728515625,16,24.58,Moyen,FORMULA 1 HEINEKEN SILVER LAS VEGAS GRAND PRIX 2023
837.0077514648438,-1526.464599609375,17,36.59,Serré,FORMULA 1 HEINEKEN SILVER LAS VEGAS GRAND PRIX 2023
4294.859375,2690.7177734375,1,90.44,Serré,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2023 
3848.351318359375,4987.57080078125,2,52.38,Serré,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2023 
2206.551025390625,6155.1201171875,3,72.78,Serré,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2023 
2378.65625,8052.80517578125,4,10.26,Large,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2023 
1839.3582763671875,11771.70703125,5,125.8,Serré,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2023 
-2150.159423828125,655.3110961914062,6,105.66,Serré,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2023 
-1583.4920654296875,587.163330078125,7,73.94,Serré,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2023 
-823.9918823242188,-1256.985107421875,8,27.33,Moyen,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2023 
5774.8056640625,-4917.8369140625,9,137.03,Serré,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2023 
3125.7744140625,-3602.140380859375,10,37.55,Serré,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2023 
1799.5865478515625,-2781.958251953125,11,57.66,Serré,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2023 
1634.6038818359375,-1529.775146484375,12,94.96,Serré,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2023 
2619.7744140625,-1222.7818603515625,13,101.36,Serré,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2023 
2523.817138671875,-131.88153076171875,14,56.85,Serré,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2023 
-79.35454559326172,-206.44224548339844,15,69.24,Serré,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2023 
-1076.555908203125,1716.3370361328125,16,98.09,Serré,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2023 
